time,x-acceleration,y-acceleration,z-acceleration,output
10.08,0.566,0.146,1.219,piano
10.1,0.418,0.066,1.134,piano
10.12,0.402,0.038,1.052,piano
10.14,0.435,0.002,0.984,piano
10.16,0.395,-0.045,0.901,piano
10.18,0.367,-0.076,0.826,piano
10.2,0.378,-0.094,0.765,piano
10.22,0.345,-0.135,0.684,piano
10.24,0.322,-0.178,0.628,piano
10.26,0.328,-0.202,0.612,piano
10.28,0.323,-0.22,0.611,piano
10.3,0.289,-0.238,0.57,piano
10.32,0.279,-0.26,0.521,piano
10.34,0.276,-0.281,0.495,piano
10.36,0.271,-0.278,0.465,piano
10.38,0.247,-0.29,0.421,piano
10.4,0.199,-0.306,0.388,piano
10.42,0.183,-0.284,0.36,piano
10.44,0.104,-0.242,0.256,piano
10.46,-0.021,-0.229,0.088,piano
10.48,-0.084,-0.166,-0.057,piano
10.5,-0.077,-0.073,-0.005,piano
10.52,-0.103,0.122,-0.069,piano
10.54,0.948,1.03,0.566,piano
10.56,1.218,1.658,2,piano
10.58,-0.065,-0.011,2,piano
10.6,-0.184,-0.354,0.71,piano
10.62,0.316,-0.152,-0.087,piano
10.64,0.305,0.174,0.386,piano
10.66,0.311,0.236,0.834,piano
10.68,0.37,0.167,1.181,piano
10.7,0.262,0.083,1.25,piano
10.72,0.157,0.084,1.057,piano
10.74,0.228,0.14,0.887,piano
10.76,0.368,0.169,0.85,piano
10.78,0.425,0.188,0.878,piano
10.8,0.409,0.169,0.923,piano
10.82,0.37,0.129,0.946,piano
10.84,0.315,0.112,0.959,piano
10.86,0.257,0.113,0.962,piano
10.88,0.235,0.118,0.967,piano
10.9,0.253,0.113,0.984,piano
10.92,0.284,0.098,1.027,piano
10.94,0.316,0.108,1.123,piano
10.96,0.335,0.109,1.234,piano
10.98,0.304,0.121,1.258,piano
11,0.245,0.113,1.12,piano
11.02,0.35,0.168,1.072,piano
11.04,0.472,0.216,1.054,piano
11.06,0.528,0.219,1.097,piano
11.08,0.411,0.13,1.102,piano
11.1,0.429,0.103,1.118,piano
11.12,0.331,0.043,1.001,piano
11.14,0.339,-0.016,0.861,piano
11.16,0.321,-0.05,0.793,piano
11.18,0.306,-0.073,0.808,piano
11.2,0.343,-0.133,0.853,piano
11.22,0.226,-0.168,0.763,piano
11.24,0.249,-0.153,0.695,piano
11.26,0.334,-0.156,0.711,piano
11.28,0.364,-0.18,0.757,piano
11.3,0.306,-0.183,0.766,piano
11.32,0.252,-0.176,0.757,piano
11.34,0.253,-0.187,0.713,piano
11.36,0.238,-0.192,0.668,piano
11.38,0.224,-0.192,0.672,piano
11.4,0.19,-0.184,0.662,piano
11.42,0.176,-0.148,0.609,piano
11.44,0.104,-0.158,0.368,piano
11.46,0.058,-0.166,0.181,piano
11.48,0.059,-0.144,0.097,piano
11.5,0.048,-0.062,-0.114,piano
11.52,0.159,0.248,-0.298,piano
11.54,0.539,1.186,1.462,piano
11.56,0.471,1.171,2,piano
11.58,0.831,0.211,1.761,piano
11.6,0.617,-0.07,0.608,piano
11.62,0.037,0.033,0.132,piano
11.64,-0.013,0.186,0.517,piano
11.66,0.181,0.186,0.921,piano
11.68,0.283,0.164,1.163,piano
11.7,0.297,0.164,1.18,piano
11.72,0.293,0.175,1,piano
11.74,0.317,0.199,0.868,piano
11.76,0.306,0.232,0.842,piano
11.78,0.309,0.25,0.879,piano
11.8,0.325,0.23,0.939,piano
11.82,0.299,0.185,1.019,piano
11.84,0.234,0.157,1.034,piano
11.86,0.207,0.147,0.986,piano
11.88,0.221,0.159,0.966,piano
11.9,0.268,0.194,1.023,piano
11.92,0.334,0.205,1.118,piano
11.94,0.356,0.21,1.182,piano
11.96,0.286,0.181,1.16,piano
11.98,0.232,0.18,1.152,piano
12,0.219,0.253,1.196,piano
12.02,0.213,0.27,1.174,piano
12.04,0.324,0.192,1.081,piano
12.06,0.549,0.142,1.16,piano
12.08,0.483,0.085,1.176,piano
12.1,0.383,0.074,1.083,piano
12.12,0.358,0.042,0.93,piano
12.14,0.364,-0.012,0.85,piano
12.16,0.352,-0.046,0.823,piano
12.18,0.331,-0.081,0.803,piano
12.2,0.285,-0.107,0.781,piano
12.22,0.273,-0.145,0.743,piano
12.24,0.29,-0.17,0.735,piano
12.26,0.313,-0.181,0.739,piano
12.28,0.309,-0.195,0.732,piano
12.3,0.316,-0.216,0.719,piano
12.32,0.289,-0.236,0.7,piano
12.34,0.268,-0.248,0.663,piano
12.36,0.278,-0.263,0.639,piano
12.38,0.242,-0.279,0.605,piano
12.4,0.183,-0.288,0.541,piano
12.42,0.142,-0.276,0.449,piano
12.44,0.138,-0.24,0.326,piano
12.46,0.097,-0.235,0.16,piano
12.48,0.06,-0.225,0.105,piano
12.5,0.14,-0.161,0.118,piano
12.52,0.065,-0.058,-0.148,piano
12.54,0.149,0.26,-0.289,piano
12.56,1.111,1.238,1.091,piano
12.58,-0.092,1.658,2,piano
12.6,0.426,0.17,1.889,piano
12.62,0.383,-0.318,0.539,piano
12.64,0.204,-0.124,-0.078,piano
12.66,0.134,0.143,0.339,piano
12.68,0.145,0.279,0.829,piano
12.7,0.22,0.225,1.156,piano
12.72,0.204,0.177,1.266,piano
12.74,0.138,0.151,1.139,piano
12.76,0.233,0.148,0.936,piano
12.78,0.329,0.175,0.831,piano
12.8,0.348,0.21,0.828,piano
12.82,0.324,0.21,0.905,piano
12.84,0.286,0.17,0.98,piano
12.86,0.219,0.139,1.016,piano
12.88,0.192,0.121,1.028,piano
12.9,0.202,0.129,1.011,piano
12.92,0.239,0.156,1.008,piano
12.94,0.24,0.145,1.028,piano
12.96,0.234,0.13,1.085,piano
12.98,0.21,0.089,1.114,piano
13,0.158,0.079,1.125,piano
13.02,0.191,0.113,1.156,piano
13.04,0.226,0.154,1.165,piano
13.06,0.257,0.198,1.13,piano
13.08,0.205,0.187,1.058,piano
13.1,0.199,0.2,1.014,piano
13.12,0.296,0.228,1.012,piano
13.14,0.554,0.235,1.107,piano
13.16,0.478,0.159,1.124,piano
13.18,0.317,0.091,1.085,piano
13.2,0.305,0.033,1.044,piano
13.22,0.334,-0.012,0.961,piano
13.24,0.35,-0.066,0.88,piano
13.26,0.335,-0.116,0.818,piano
13.28,0.325,-0.158,0.778,piano
13.3,0.314,-0.189,0.749,piano
13.32,0.281,-0.221,0.677,piano
13.34,0.28,-0.247,0.602,piano
13.36,0.292,-0.253,0.575,piano
13.38,0.274,-0.24,0.542,piano
13.4,0.247,-0.235,0.495,piano
13.42,0.197,-0.24,0.418,piano
13.44,0.157,-0.229,0.33,piano
13.46,0.195,-0.193,0.276,piano
13.48,0.191,-0.152,0.233,piano
13.5,0.095,-0.138,0.201,piano
13.52,0.069,-0.112,0.159,piano
13.54,0.05,-0.003,0.055,piano
13.56,0.634,0.647,0.4,piano
13.58,0.759,1.528,2,piano
13.6,-0.063,0.601,2,piano
13.62,0.117,-0.421,1.025,piano
13.64,0.28,-0.24,-0.099,piano
13.66,0.149,0.036,0.102,piano
13.68,0.208,0.181,0.606,piano
13.7,0.214,0.207,1.078,piano
13.72,0.224,0.189,1.341,piano
13.74,0.176,0.126,1.217,piano
13.76,0.174,0.099,0.961,piano
13.78,0.267,0.135,0.839,piano
13.8,0.351,0.182,0.844,piano
13.82,0.389,0.178,0.886,piano
13.84,0.386,0.136,0.933,piano
13.86,0.335,0.091,0.963,piano
13.88,0.279,0.085,0.995,piano
13.9,0.233,0.094,1.003,piano
13.92,0.223,0.106,0.994,piano
13.94,0.227,0.105,1.014,piano
13.96,0.247,0.094,1.087,piano
13.98,0.26,0.072,1.177,piano
14,0.246,0.061,1.295,piano
14.02,0.189,0.064,1.369,piano
14.04,0.195,0.045,1.356,piano
14.06,0.235,0.078,1.253,piano
14.08,0.302,0.126,1.111,piano
14.1,0.342,0.145,1.042,piano
14.12,0.546,0.154,1.057,piano
14.14,0.778,0.166,1.091,piano
14.16,0.627,0.092,1.003,piano
14.18,0.473,0.059,0.914,piano
14.2,0.361,0.025,0.841,piano
14.22,0.342,-0.031,0.759,piano
14.24,0.377,-0.081,0.696,piano
14.26,0.366,-0.123,0.636,piano
14.28,0.338,-0.149,0.603,piano
14.3,0.297,-0.173,0.569,piano
14.32,0.307,-0.202,0.531,piano
14.34,0.283,-0.23,0.491,piano
14.36,0.27,-0.247,0.477,piano
