time,x-acceleration,y-acceleration,z-acceleration,output
12.16,1.117,0.105,0.468,guitar
12.18,1.121,0.043,0.408,guitar
12.2,1.067,-0.025,0.308,guitar
12.22,0.968,-0.076,0.159,guitar
12.24,1.019,-0.131,0.041,guitar
12.26,0.946,-0.163,-0.038,guitar
12.28,0.736,-0.23,-0.125,guitar
12.3,0.507,-0.232,-0.303,guitar
12.32,0.552,-0.235,-0.453,guitar
12.34,0.663,-0.259,-0.479,guitar
12.36,0.637,-0.239,-0.486,guitar
12.38,0.552,-0.211,-0.46,guitar
12.4,0.416,-0.153,-0.458,guitar
12.42,0.4,-0.108,-0.431,guitar
12.44,0.434,-0.084,-0.468,guitar
12.46,0.515,-0.041,-0.565,guitar
12.48,0.509,-0.055,-0.597,guitar
12.5,0.474,-0.021,-0.582,guitar
12.52,1.067,0,-0.337,guitar
12.54,1.466,-0.015,-0.608,guitar
12.56,1.794,-0.035,-1.358,guitar
12.58,1.834,-0.196,-1.704,guitar
12.6,1.234,-0.549,-1.903,guitar
12.62,0.596,-0.47,-1.158,guitar
12.64,0.038,-0.101,0.112,guitar
12.66,-1.14,0.481,0.904,guitar
12.68,0.507,0.485,1.023,guitar
12.7,1.57,-0.012,0.352,guitar
12.72,1.679,-0.035,0.031,guitar
12.74,1.524,0.025,-0.029,guitar
12.76,1.29,0.048,0.003,guitar
12.78,1.226,0.067,0.131,guitar
12.8,1.008,0.088,0.209,guitar
12.82,0.829,0.111,0.242,guitar
12.84,0.807,0.105,0.26,guitar
12.86,0.839,0.099,0.253,guitar
12.88,0.867,0.103,0.235,guitar
12.9,0.893,0.116,0.22,guitar
12.92,0.919,0.128,0.203,guitar
12.94,0.947,0.116,0.187,guitar
12.96,0.953,0.096,0.174,guitar
12.98,0.943,0.091,0.156,guitar
13,0.957,0.079,0.149,guitar
13.02,1,0.061,0.158,guitar
13.04,1.05,0.05,0.195,guitar
13.06,1.115,0.042,0.266,guitar
13.08,1.166,0.016,0.335,guitar
13.1,1.181,0.006,0.365,guitar
13.12,1.274,0,0.421,guitar
13.14,1.331,0.067,0.496,guitar
13.16,1.195,0.127,0.526,guitar
13.18,1.034,0.157,0.46,guitar
13.2,0.921,0.067,0.196,guitar
13.22,1.112,-0.125,0.023,guitar
13.24,1.016,-0.083,-0.184,guitar
13.26,0.91,-0.273,-0.303,guitar
13.28,0.815,-0.205,-0.357,guitar
13.3,0.794,-0.237,-0.413,guitar
13.32,0.661,-0.208,-0.461,guitar
13.34,0.55,-0.217,-0.471,guitar
13.36,0.564,-0.212,-0.437,guitar
13.38,0.519,-0.187,-0.374,guitar
13.4,0.48,-0.189,-0.369,guitar
13.42,0.392,-0.175,-0.385,guitar
13.44,0.251,-0.163,-0.387,guitar
